date,emp_id,name,department,site,shift,status,punch_in,punch_out,hours_worked,gps_location_match,base_salary
2024-01-01,EMP0044,Employee_44,Maintenance,Site_Gamma,Afternoon,Present,09:08,19:03,9.4,True,18000
2024-01-01,EMP0045,Employee_45,Security,Site_Beta,Afternoon,Present,07:45,17:18,7.8,True,15000
2024-01-01,EMP0046,Employee_46,Housekeeping,Site_Beta,Morning,Present,09:09,20:05,10.3,True,22000
2024-01-01,EMP0047,Employee_47,Maintenance,Site_Epsilon,Night,Present,08:59,17:26,7.7,True,25000
2024-01-01,EMP0048,Employee_48,Maintenance,Site_Alpha,Morning,Present,07:23,18:01,8.5,True,20000
2024-01-01,EMP0049,Employee_49,Housekeeping,Site_Gamma,Morning,Present,08:50,18:08,7.6,True,20000
2024-01-01,EMP0050,Employee_50,Security,Site_Epsilon,Morning,Present,07:48,20:28,9.3,True,20000
2024-01-01,EMP0051,Employee_51,Security,Site_Alpha,Night,Present,07:53,18:35,10.3,True,20000
2024-01-01,EMP0052,Employee_52,Housekeeping,Site_Delta,Morning,Present,08:15,19:07,7.6,True,15000
2024-01-01,EMP0053,Employee_53,Maintenance,Site_Delta,Afternoon,Present,08:04,17:53,10.2,True,22000
2024-01-01,EMP0054,Employee_54,Maintenance,Site_Beta,Morning,Present,09:36,18:45,7.9,True,20000
2024-01-01,EMP0055,Employee_55,Reception,Site_Alpha,Morning,Present,07:36,20:11,9.5,True,22000
2024-01-01,EMP0056,Employee_56,Reception,Site_Alpha,Night,Absent,,,0.0,,15000
2024-01-01,EMP0057,Employee_57,Housekeeping,Site_Beta,Night,Present,09:34,17:24,10.1,False,20000
2024-01-01,EMP0058,Employee_58,Security,Site_Beta,Morning,Present,08:16,17:22,9.9,True,25000
2024-01-01,EMP0059,Employee_59,Reception,Site_Epsilon,Night,Present,09:06,19:08,7.6,True,25000
2024-01-01,EMP0060,Employee_60,Housekeeping,Site_Epsilon,Afternoon,Present,07:53,20:44,,True,22000
2024-01-01,EMP0061,Employee_61,Reception,Site_Gamma,Night,Present,09:49,20:02,8.4,False,22000
2024-01-01,EMP0062,Employee_62,Maintenance,Site_Epsilon,Night,Present,07:20,19:32,8.7,True,15000
2024-01-01,EMP0063,Employee_63,Security,Site_Beta,Night,Present,07:48,18:18,8.6,True,18000
2024-01-01,EMP0064,Employee_64,Maintenance,Site_Alpha,Morning,Late,11:17,17:51,5.9,True,18000
2024-01-01,EMP0065,Employee_65,Housekeeping,Site_Epsilon,Morning,Late,12:28,18:21,7.4,True,18000
2024-01-01,EMP0066,Employee_66,Security,Site_Delta,Afternoon,Present,08:23,19:51,7.7,True,25000
2024-01-01,EMP0067,Employee_67,Reception,Site_Gamma,Morning,Present,07:34,19:20,7.8,True,18000
2024-01-01,EMP0068,Employee_68,Maintenance,Site_Gamma,Night,Present,08:38,20:10,9.6,True,22000
2024-01-01,EMP0069,Employee_69,Security,Site_Beta,Afternoon,Present,08:39,20:17,9.4,True,25000
2024-01-01,EMP0070,Employee_70,Housekeeping,Site_Delta,Morning,Present,09:40,20:23,9.0,True,25000
2024-01-01,EMP0071,Employee_71,Housekeeping,Site_Beta,Afternoon,Present,07:09,20:02,7.9,True,18000
2024-01-01,EMP0072,Employee_72,Security,Site_Alpha,Morning,Present,08:24,17:38,8.0,True,20000
2024-01-01,EMP0073,Employee_73,Maintenance,Site_Delta,Morning,Present,08:48,17:36,7.9,True,22000
2024-01-01,EMP0074,Employee_74,Maintenance,Site_Delta,Afternoon,Present,08:15,17:01,9.7,True,25000
2024-01-01,EMP0075,Employee_75,Reception,Site_Delta,Morning,Present,09:07,19:49,8.3,True,25000
2024-01-01,EMP0076,Employee_76,Security,Site_Delta,Night,Absent,,,0.0,,20000
2024-01-01,EMP0077,Employee_77,Maintenance,Site_Alpha,Morning,Present,08:12,17:08,10.1,True,18000
2024-01-01,EMP0078,Employee_78,Security,Site_Gamma,Night,Late,11:05,19:54,7.5,True,15000
2024-01-01,EMP0079,Employee_79,Housekeeping,Site_Delta,Night,Present,09:04,19:57,8.4,True,22000
2024-01-01,EMP0080,Employee_80,Maintenance,Site_Beta,Night,Present,09:40,18:50,8.6,True,22000
2024-01-01,EMP0081,Employee_81,Reception,Site_Alpha,Afternoon,Absent,,,0.0,,20000
2024-01-01,EMP0082,Employee_82,Reception,Site_Gamma,Afternoon,Present,07:50,20:01,8.6,True,15000
2024-01-01,EMP0083,Employee_83,Housekeeping,Site_Gamma,Afternoon,Present,09:08,17:04,8.4,True,22000
2024-01-01,EMP0084,Employee_84,Maintenance,Site_Delta,Night,Present,09:26,20:52,9.2,True,15000
2024-01-01,EMP0085,Employee_85,Reception,Site_Alpha,Afternoon,Present,07:28,20:43,9.1,True,20000
2024-01-01,EMP0086,Employee_86,Maintenance,Site_Alpha,Afternoon,Present,09:40,18:49,10.4,True,25000
2024-01-01,EMP0087,Employee_87,Security,Site_Epsilon,Afternoon,Late,10:53,17:33,5.4,True,22000
2024-01-01,EMP0088,Employee_88,Security,Site_Beta,Night,Present,08:59,18:22,10.3,True,20000
2024-01-01,EMP0089,Employee_89,Reception,Site_Delta,Morning,Present,07:16,18:40,10.4,True,18000
2024-01-01,EMP0090,Employee_90,Maintenance,Site_Epsilon,Morning,Present,09:34,17:32,9.4,True,20000
2024-01-01,EMP0091,Employee_91,Reception,Site_Delta,Morning,Present,07:42,19:53,10.3,False,15000
2024-01-01,EMP0092,Employee_92,Housekeeping,Site_Beta,Afternoon,Late,10:02,19:49,6.4,True,25000
2024-01-01,EMP0093,Employee_93,Security,Site_Epsilon,Afternoon,Present,09:26,17:31,10.2,True,15000
2024-01-01,EMP0094,Employee_94,Housekeeping,Site_Alpha,Afternoon,Present,08:30,18:51,9.9,True,15000
2024-01-01,EMP0095,Employee_95,Housekeeping,Site_Delta,Night,Present,09:03,18:28,8.7,True,20000
2024-01-01,EMP0096,Employee_96,Maintenance,Site_Delta,Afternoon,Present,07:20,19:46,10.5,True,22000
2024-01-01,EMP0097,Employee_97,Housekeeping,Site_Delta,Night,Present,08:32,17:20,8.2,True,18000
2024-01-01,EMP0098,Employee_98,Reception,Site_Beta,Night,Present,07:06,17:18,10.3,True,25000
2024-01-01,EMP0099,Employee_99,Housekeeping,Site_Alpha,Afternoon,Present,07:52,19:59,9.2,True,22000
2024-01-01,EMP0100,Employee_100,Maintenance,Site_Epsilon,Afternoon,Present,08:32,20:31,10.1,True,15000
2024-01-01,EMP0101,Employee_101,Maintenance,Site_Gamma,Night,Present,08:32,20:15,8.1,True,25000
2024-01-01,EMP0102,Employee_102,Reception,Site_Beta,Afternoon,Present,08:38,20:18,,True,25000
2024-01-01,EMP0103,Employee_103,Reception,Site_Gamma,Afternoon,Present,08:46,19:48,8.7,False,25000
2024-01-01,EMP0104,Employee_104,Reception,Site_Delta,Afternoon,Present,09:12,19:35,8.4,True,18000
2024-01-01,EMP0105,Employee_105,Housekeeping,Site_Epsilon,Afternoon,Present,09:17,17:08,10.4,True,18000
2024-01-01,EMP0106,Employee_106,Reception,Site_Alpha,Afternoon,Present,08:35,19:48,7.9,True,22000
2024-01-01,EMP0107,Employee_107,Reception,Site_Delta,Night,Present,07:02,17:08,9.6,True,18000
2024-01-01,EMP0108,Employee_108,Reception,Site_Alpha,Morning,Present,07:38,18:20,10.3,True,25000
2024-01-01,EMP0109,Employee_109,Maintenance,Site_Alpha,Afternoon,Present,09:47,19:37,8.5,True,15000
2024-01-01,EMP0110,Employee_110,Reception,Site_Alpha,Night,Present,09:36,19:30,9.9,True,18000
2024-01-01,EMP0111,Employee_111,Reception,Site_Beta,Morning,Present,08:37,19:50,10.2,True,22000
2024-01-01,EMP0112,Employee_112,Maintenance,Site_Gamma,Night,Present,09:30,19:41,9.8,True,22000
2024-01-01,EMP0113,Employee_113,Security,Site_Gamma,Night,Present,09:03,20:10,9.1,True,25000
2024-01-01,EMP0114,Employee_114,Reception,Site_Gamma,Night,Present,08:09,18:02,9.2,True,22000
2024-01-01,EMP0115,Employee_115,Security,Site_Epsilon,Morning,Present,08:20,20:09,8.7,True,18000
2024-01-01,EMP0116,Employee_116,Maintenance,Site_Beta,Night,Present,09:58,20:55,10.0,True,15000
2024-01-01,EMP0117,Employee_117,Reception,Site_Alpha,Night,Present,09:13,19:42,8.9,True,15000
2024-01-01,EMP0118,Employee_118,Reception,Site_Beta,Night,Absent,,,0.0,,20000
2024-01-01,EMP0119,Employee_119,Security,Site_Alpha,Afternoon,Present,09:21,19:43,9.8,True,15000
2024-01-01,EMP0120,Employee_120,Maintenance,Site_Gamma,Afternoon,Present,09:16,20:12,10.4,True,22000
2024-01-01,EMP0121,Employee_121,Housekeeping,Site_Beta,Night,Present,08:49,19:45,8.1,True,22000
2024-01-01,EMP0122,Employee_122,Housekeeping,Site_Beta,Morning,Present,08:35,19:18,7.9,True,15000
2024-01-01,EMP0123,Employee_123,Reception,Site_Epsilon,Night,Present,08:52,19:49,9.9,True,18000
2024-01-01,EMP0124,Employee_124,Reception,Site_Epsilon,Morning,Present,09:05,19:59,,True,18000
2024-01-01,EMP0125,Employee_125,Reception,Site_Gamma,Afternoon,Present,07:52,19:59,9.2,True,20000
2024-01-01,EMP0126,Employee_126,Security,Site_Delta,Afternoon,Present,09:37,18:15,7.7,True,25000
2024-01-01,EMP0127,Employee_127,Housekeeping,Site_Alpha,Afternoon,Present,07:03,17:26,8.5,True,20000
2024-01-01,EMP0128,Employee_128,Maintenance,Site_Delta,Night,Present,07:00,18:26,9.5,True,20000
2024-01-01,EMP0129,Employee_129,Reception,Site_Gamma,Morning,Present,09:12,19:20,8.4,True,22000
2024-01-01,EMP0130,Employee_130,Reception,Site_Alpha,Morning,Present,09:36,18:34,9.7,True,22000
2024-01-01,EMP0131,Employee_131,Maintenance,Site_Epsilon,Afternoon,Present,07:26,18:59,10.3,True,20000
2024-01-01,EMP0132,Employee_132,Security,Site_Delta,Afternoon,Present,08:11,19:56,7.6,True,15000
2024-01-01,EMP0133,Employee_133,Security,Site_Epsilon,Night,Present,08:18,20:41,9.1,True,22000
2024-01-01,EMP0134,Employee_134,Maintenance,Site_Beta,Night,Absent,,,0.0,,20000
2024-01-01,EMP0135,Employee_135,Housekeeping,Site_Beta,Night,Late,11:17,17:51,5.3,True,20000
2024-01-01,EMP0136,Employee_136,Housekeeping,Site_Alpha,Night,Present,08:41,19:45,8.1,True,15000
2024-01-01,EMP0137,Employee_137,Maintenance,Site_Delta,Morning,Present,09:43,18:11,9.3,True,25000
2024-01-01,EMP0138,Employee_138,Maintenance,Site_Beta,Morning,Present,08:32,19:05,8.7,True,20000
2024-01-01,EMP0139,Employee_139,Maintenance,Site_Delta,Morning,Absent,,,0.0,,18000
2024-01-01,EMP0140,Employee_140,Housekeeping,Site_Epsilon,Afternoon,Present,07:00,19:24,8.2,True,25000
2024-01-01,EMP0141,Employee_141,Maintenance,Site_Beta,Afternoon,Absent,,,0.0,,22000
2024-01-01,EMP0142,Employee_142,Maintenance,Site_Gamma,Morning,Present,09:36,17:16,9.5,True,22000
2024-01-01,EMP0143,Employee_143,Security,Site_Beta,Morning,Present,07:29,19:10,8.7,True,22000
2024-01-01,EMP0144,Employee_144,Maintenance,Site_Alpha,Afternoon,Late,12:49,18:44,5.3,True,15000
2024-01-01,EMP0145,Employee_145,Maintenance,Site_Epsilon,Morning,Late,11:23,19:14,5.5,True,22000
2024-01-01,EMP0146,Employee_146,Maintenance,Site_Gamma,Night,Present,07:29,19:26,9.6,True,22000
2024-01-01,EMP0147,Employee_147,Maintenance,Site_Alpha,Night,Present,09:52,18:48,8.2,True,18000
2024-01-01,EMP0148,Employee_148,Reception,Site_Alpha,Night,Late,10:33,18:33,6.8,True,25000
2024-01-01,EMP0149,Employee_149,Maintenance,Site_Epsilon,Morning,Present,09:07,17:53,9.1,True,15000
2024-01-01,EMP0150,Employee_150,Reception,Site_Gamma,Night,Present,07:10,19:54,9.1,True,22000
2024-01-01,EMP0151,Employee_151,Security,Site_Beta,Morning,Present,09:31,17:57,9.0,True,15000
2024-01-01,EMP0152,Employee_152,Maintenance,Site_Delta,Morning,Present,09:26,20:36,7.7,True,15000
2024-01-01,EMP0153,Employee_153,Housekeeping,Site_Epsilon,Morning,Present,09:01,20:16,9.9,True,22000
2024-01-01,EMP0154,Employee_154,Reception,Site_Gamma,Night,Present,07:27,19:44,7.7,True,25000
2024-01-01,EMP0155,Employee_155,Reception,Site_Epsilon,Night,Absent,,,0.0,,18000
2024-01-01,EMP0156,Employee_156,Reception,Site_Alpha,Afternoon,Present,08:02,19:26,8.0,True,25000
2024-01-01,EMP0157,Employee_157,Reception,Site_Gamma,Morning,Present,09:41,20:23,10.5,True,20000
2024-01-01,EMP0158,Employee_158,Housekeeping,Site_Delta,Afternoon,Late,11:24,17:43,7.4,True,18000
2024-01-01,EMP0159,Employee_159,Maintenance,Site_Alpha,Night,Late,10:41,18:07,5.4,True,20000
2024-01-01,EMP0160,Employee_160,Maintenance,Site_Alpha,Afternoon,Present,09:08,18:53,7.5,False,20000
2024-01-01,EMP0161,Employee_161,Housekeeping,Site_Alpha,Afternoon,Present,09:46,20:34,8.6,True,15000
2024-01-01,EMP0162,Employee_162,Housekeeping,Site_Epsilon,Morning,Present,07:17,18:59,10.1,True,15000
2024-01-01,EMP0163,Employee_163,Maintenance,Site_Beta,Morning,Present,09:26,17:15,8.1,True,25000
2024-01-01,EMP0164,Employee_164,Housekeeping,Site_Alpha,Night,Present,09:43,17:15,9.7,True,18000
2024-01-01,EMP0165,Employee_165,Housekeeping,Site_Beta,Afternoon,Present,07:48,17:08,9.0,True,18000
2024-01-01,EMP0166,Employee_166,Security,Site_Gamma,Morning,Present,09:36,19:36,9.3,True,18000
2024-01-01,EMP0167,Employee_167,Maintenance,Site_Beta,Morning,Present,08:56,18:42,9.1,True,15000
2024-01-01,EMP0168,Employee_168,Housekeeping,Site_Alpha,Afternoon,Present,09:37,18:40,9.5,True,18000
2024-01-01,EMP0169,Employee_169,Maintenance,Site_Alpha,Morning,Present,08:41,20:50,9.1,True,20000
2024-01-01,EMP0170,Employee_170,Security,Site_Beta,Night,Present,08:24,18:48,,True,22000
2024-01-01,EMP0171,Employee_171,Security,Site_Alpha,Afternoon,Present,09:09,20:58,7.7,True,22000
2024-01-01,EMP0172,Employee_172,Maintenance,Site_Epsilon,Night,Present,09:08,20:15,8.3,True,15000
2024-01-01,EMP0173,Employee_173,Reception,Site_Epsilon,Morning,Present,08:54,19:05,9.1,True,25000
2024-01-01,EMP0174,Employee_174,Security,Site_Epsilon,Afternoon,Present,08:43,17:55,7.7,True,22000
2024-01-01,EMP0175,Employee_175,Security,Site_Alpha,Afternoon,Present,09:35,18:30,8.1,True,22000
2024-01-01,EMP0176,Employee_176,Reception,Site_Alpha,Afternoon,Present,07:13,18:47,7.9,True,22000
2024-01-01,EMP0177,Employee_177,Security,Site_Alpha,Afternoon,Present,07:44,18:25,10.2,True,25000
2024-01-01,EMP0178,Employee_178,Housekeeping,Site_Alpha,Morning,Present,08:29,19:19,8.3,True,20000
2024-01-01,EMP0179,Employee_179,Maintenance,Site_Delta,Night,Present,07:51,20:48,10.0,True,25000
2024-01-01,EMP0180,Employee_180,Maintenance,Site_Delta,Night,Present,08:02,18:47,7.9,True,25000
2024-01-01,EMP0181,Employee_181,Reception,Site_Alpha,Night,Absent,,,0.0,,15000
2024-01-01,EMP0182,Employee_182,Housekeeping,Site_Delta,Afternoon,Present,08:18,18:12,8.5,True,18000
2024-01-01,EMP0183,Employee_183,Reception,Site_Gamma,Afternoon,Present,08:35,19:16,9.8,True,22000
2024-01-01,EMP0184,Employee_184,Reception,Site_Alpha,Afternoon,Present,09:31,20:10,9.7,True,22000
2024-01-01,EMP0185,Employee_185,Maintenance,Site_Gamma,Afternoon,Present,09:31,18:58,10.2,True,18000
2024-01-01,EMP0186,Employee_186,Reception,Site_Alpha,Morning,Absent,,,0.0,,15000
2024-01-01,EMP0187,Employee_187,Security,Site_Delta,Morning,Present,07:52,17:48,7.5,True,20000
2024-01-01,EMP0188,Employee_188,Housekeeping,Site_Epsilon,Morning,Present,07:45,18:00,8.2,True,25000
2024-01-01,EMP0189,Employee_189,Maintenance,Site_Alpha,Afternoon,Present,09:42,20:42,9.0,False,20000
2024-01-01,EMP0190,Employee_190,Reception,Site_Alpha,Afternoon,Present,07:01,19:34,10.4,False,25000
2024-01-01,EMP0191,Employee_191,Maintenance,Site_Gamma,Morning,Present,09:27,18:06,10.3,True,25000
2024-01-01,EMP0192,Employee_192,Housekeeping,Site_Beta,Night,Present,09:33,19:52,8.6,True,22000
2024-01-01,EMP0193,Employee_193,Housekeeping,Site_Alpha,Afternoon,Present,08:29,18:44,8.2,True,25000
2024-01-01,EMP0194,Employee_194,Maintenance,Site_Alpha,Afternoon,Present,09:54,17:05,8.7,True,25000
2024-01-01,EMP0195,Employee_195,Housekeeping,Site_Delta,Night,Present,09:00,18:05,9.0,True,25000
2024-01-01,EMP0196,Employee_196,Security,Site_Epsilon,Night,Present,09:54,17:57,9.1,False,20000
2024-01-01,EMP0197,Employee_197,Security,Site_Beta,Afternoon,Present,09:56,20:17,7.6,True,20000
2024-01-01,EMP0198,Employee_198,Maintenance,Site_Gamma,Morning,Absent,,,0.0,,18000
2024-01-01,EMP0199,Employee_199,Housekeeping,Site_Epsilon,Night,Late,12:42,17:11,7.3,True,22000
2024-01-01,EMP0200,Employee_200,Security,Site_Beta,Night,Present,07:37,18:48,10.0,True,15000
2024-01-02,EMP0001,Employee_1,Reception,Site_Delta,Morning,Absent,,,0.0,,20000
2024-01-02,EMP0002,Employee_2,Maintenance,Site_Delta,Afternoon,Present,09:15,20:43,10.2,True,25000
2024-01-02,EMP0003,Employee_3,Housekeeping,Site_Delta,Morning,Present,07:50,17:32,9.7,True,20000
2024-01-02,EMP0004,Employee_4,Reception,Site_Delta,Morning,Present,07:53,17:21,9.3,True,22000
2024-01-02,EMP0005,Employee_5,Maintenance,Site_Delta,Night,Present,08:01,19:50,10.5,True,18000
2024-01-02,EMP0006,Employee_6,Reception,Site_Beta,Night,Present,08:27,18:43,9.3,True,25000
2024-01-02,EMP0007,Employee_7,Security,Site_Delta,Night,Present,08:51,18:45,7.7,True,25000
2024-01-02,EMP0008,Employee_8,Security,Site_Alpha,Night,Present,09:09,20:20,8.6,True,22000
2024-01-02,EMP0009,Employee_9,Housekeeping,Site_Delta,Morning,Absent,,,0.0,,15000
2024-01-02,EMP0010,Employee_10,Maintenance,Site_Delta,Afternoon,Present,08:06,18:05,8.1,True,18000
2024-01-02,EMP0011,Employee_11,Reception,Site_Gamma,Afternoon,Present,08:06,17:05,8.6,True,22000
2024-01-02,EMP0012,Employee_12,Maintenance,Site_Delta,Afternoon,Present,08:55,20:00,8.4,True,15000
2024-01-02,EMP0013,Employee_13,Reception,Site_Alpha,Night,Present,09:57,18:36,9.1,True,25000
2024-01-02,EMP0014,Employee_14,Security,Site_Gamma,Morning,Present,08:19,19:31,7.9,True,15000
2024-01-02,EMP0015,Employee_15,Security,Site_Alpha,Morning,Present,08:30,17:23,8.3,True,18000
2024-01-02,EMP0016,Employee_16,Security,Site_Epsilon,Morning,Present,09:39,18:29,7.8,True,18000
2024-01-02,EMP0017,Employee_17,Housekeeping,Site_Delta,Night,Absent,,,0.0,,15000
2024-01-02,EMP0018,Employee_18,Housekeeping,Site_Delta,Night,Present,09:24,19:28,,True,20000
2024-01-02,EMP0019,Employee_19,Maintenance,Site_Beta,Night,Late,12:08,18:20,6.5,True,25000
2024-01-02,EMP0020,Employee_20,Security,Site_Beta,Afternoon,Present,08:20,18:25,10.4,True,15000
2024-01-02,EMP0021,Employee_21,Security,Site_Gamma,Night,Present,08:36,18:20,8.6,True,22000
2024-01-02,EMP0022,Employee_22,Reception,Site_Beta,Morning,Present,07:59,18:37,10.5,True,25000
2024-01-02,EMP0023,Employee_23,Housekeeping,Site_Alpha,Night,Present,07:46,20:45,8.1,True,20000
2024-01-02,EMP0024,Employee_24,Security,Site_Epsilon,Morning,Present,07:52,20:43,9.0,True,20000
2024-01-02,EMP0025,Employee_25,Reception,Site_Gamma,Morning,Present,09:09,20:50,8.6,True,25000
2024-01-02,EMP0026,Employee_26,Maintenance,Site_Alpha,Afternoon,Present,09:25,20:34,7.6,True,22000
2024-01-02,EMP0027,Employee_27,Security,Site_Delta,Afternoon,Present,09:38,17:06,9.8,True,22000
2024-01-02,EMP0028,Employee_28,Housekeeping,Site_Delta,Morning,Present,09:39,17:36,10.5,True,25000
2024-01-02,EMP0029,Employee_29,Maintenance,Site_Epsilon,Night,Present,08:50,20:06,7.5,True,22000
2024-01-02,EMP0030,Employee_30,Reception,Site_Delta,Night,Present,09:35,18:28,8.6,True,25000
2024-01-02,EMP0031,Employee_31,Maintenance,Site_Gamma,Morning,Present,09:32,18:22,10.5,True,15000
2024-01-02,EMP0032,Employee_32,Maintenance,Site_Delta,Morning,Present,07:07,18:22,8.4,True,22000
2024-01-02,EMP0033,Employee_33,Reception,Site_Gamma,Morning,Present,08:22,20:06,8.8,True,22000
2024-01-02,EMP0034,Employee_34,Maintenance,Site_Beta,Afternoon,Present,08:02,17:01,10.0,True,18000
2024-01-02,EMP0035,Employee_35,Maintenance,Site_Gamma,Afternoon,Present,07:59,18:33,8.0,True,20000
2024-01-02,EMP0036,Employee_36,Maintenance,Site_Epsilon,Morning,Present,08:14,20:40,8.1,True,25000
2024-01-02,EMP0037,Employee_37,Housekeeping,Site_Alpha,Morning,Present,07:47,18:28,9.3,True,22000
2024-01-02,EMP0038,Employee_38,Reception,Site_Epsilon,Morning,Present,07:17,17:36,7.8,True,22000
2024-01-02,EMP0039,Employee_39,Reception,Site_Delta,Morning,Present,08:12,20:07,8.3,True,15000
2024-01-02,EMP0040,Employee_40,Maintenance,Site_Beta,Afternoon,Present,09:20,20:39,8.7,True,18000
2024-01-02,EMP0041,Employee_41,Maintenance,Site_Epsilon,Afternoon,Present,08:39,18:52,9.5,True,22000
2024-01-02,EMP0042,Employee_42,Maintenance,Site_Delta,Night,Late,12:05,19:08,5.8,True,25000
2024-01-02,EMP0043,Employee_43,Maintenance,Site_Gamma,Night,Present,07:11,19:44,7.9,True,22000
2024-01-02,EMP0044,Employee_44,Maintenance,Site_Gamma,Afternoon,Present,09:24,20:11,9.0,True,18000
2024-01-02,EMP0045,Employee_45,Security,Site_Beta,Afternoon,Late,10:35,17:31,5.7,True,15000
2024-01-02,EMP0046,Employee_46,Housekeeping,Site_Beta,Morning,Present,08:39,17:55,8.6,False,22000
2024-01-02,EMP0047,Employee_47,Maintenance,Site_Epsilon,Night,Present,08:35,20:26,9.6,True,25000
2024-01-02,EMP0048,Employee_48,Maintenance,Site_Alpha,Morning,Present,08:10,17:36,,True,20000
2024-01-02,EMP0049,Employee_49,Housekeeping,Site_Gamma,Morning,Present,08:14,19:10,9.8,True,20000
2024-01-02,EMP0050,Employee_50,Security,Site_Epsilon,Morning,Present,08:35,17:36,7.8,True,20000
